Order Number,Customer Number,Order Status,Total Price,Order Date,Order Priority,Clerk,Shipping Priority,Comment
6633,1233,P,1235.76,2021-04-29 04:02:19.209280624,1-URGENT,Clerk#000000001,3,Order processed smoothly 6633
6634,735,F,2700.96,2021-04-29 05:47:26.829788656,4-LOW,Clerk#000000034,4,Order processed smoothly 6634
6635,1290,P,3732.48,2021-04-29 07:32:34.450296688,1-URGENT,Clerk#000000083,7,Order processed smoothly 6635
6636,1118,O,1775.88,2021-04-29 09:17:42.070804720,1-URGENT,Clerk#000000098,2,Order processed smoothly 6636
6637,412,F,3431.68,2021-04-29 11:02:49.691312752,5-VERY LOW,Clerk#000000003,0,Order processed smoothly 6637
6638,1120,O,1028.9,2021-04-29 12:47:57.311820792,5-VERY LOW,Clerk#000000070,2,Order processed smoothly 6638
6639,1030,F,1993.11,2021-04-29 14:33:04.932328824,5-VERY LOW,Clerk#000000059,4,Order processed smoothly 6639
6640,982,P,3906.1,2021-04-29 16:18:12.552836856,1-URGENT,Clerk#000000023,9,Order processed smoothly 6640
6641,1165,O,4782.87,2021-04-29 18:03:20.173344888,1-URGENT,Clerk#000000081,7,Order processed smoothly 6641
6642,593,F,3280.52,2021-04-29 19:48:27.793852928,2-HIGH,Clerk#000000074,1,Order processed smoothly 6642
6643,269,O,2023.78,2021-04-29 21:33:35.414360960,5-VERY LOW,Clerk#000000079,3,Order processed smoothly 6643
6644,1209,F,3857.69,2021-04-29 23:18:43.034868992,2-HIGH,Clerk#000000065,8,Order processed smoothly 6644
6645,752,P,4872.67,2021-04-30 01:03:50.655377024,5-VERY LOW,Clerk#000000024,3,Order processed smoothly 6645
6646,285,P,2113.09,2021-04-30 02:48:58.275885064,3-MEDIUM,Clerk#000000088,7,Order processed smoothly 6646
6647,330,P,1195.4,2021-04-30 04:34:05.896393096,1-URGENT,Clerk#000000058,8,Order processed smoothly 6647
6648,1178,F,3266.42,2021-04-30 06:19:13.516901128,3-MEDIUM,Clerk#000000025,3,Order processed smoothly 6648
6649,549,F,1621.94,2021-04-30 08:04:21.137409160,3-MEDIUM,Clerk#000000099,4,Order processed smoothly 6649
6650,677,F,1792.53,2021-04-30 09:49:28.757917192,2-HIGH,Clerk#000000089,9,Order processed smoothly 6650
6651,815,P,1694.96,2021-04-30 11:34:36.378425232,5-VERY LOW,Clerk#000000024,1,Order processed smoothly 6651
6652,812,F,3443.04,2021-04-30 13:19:43.998933264,4-LOW,Clerk#000000092,9,Order processed smoothly 6652
6653,1085,F,3016.76,2021-04-30 15:04:51.619441296,5-VERY LOW,Clerk#000000044,2,Order processed smoothly 6653
6654,1014,P,3854.53,2021-04-30 16:49:59.239949328,1-URGENT,Clerk#000000024,2,Order processed smoothly 6654
6655,25,O,3325.14,2021-04-30 18:35:06.860457368,5-VERY LOW,Clerk#000000095,2,Order processed smoothly 6655
6656,660,O,4370.57,2021-04-30 20:20:14.480965400,5-VERY LOW,Clerk#000000023,1,Order processed smoothly 6656
6657,463,O,4328.96,2021-04-30 22:05:22.101473432,3-MEDIUM,Clerk#000000096,1,Order processed smoothly 6657
6658,924,P,2098.62,2021-04-30 23:50:29.721981464,4-LOW,Clerk#000000082,1,Order processed smoothly 6658
6659,271,P,2614.15,2021-05-01 01:35:37.342489504,3-MEDIUM,Clerk#000000019,3,Order processed smoothly 6659
6660,170,P,2022.74,2021-05-01 03:20:44.962997536,2-HIGH,Clerk#000000079,5,Order processed smoothly 6660
6661,236,F,2754.71,2021-05-01 05:05:52.583505568,2-HIGH,Clerk#000000061,8,Order processed smoothly 6661
6662,1425,O,2922.37,2021-05-01 06:51:00.204013600,3-MEDIUM,Clerk#000000025,8,Order processed smoothly 6662
6663,1374,O,3204.07,2021-05-01 08:36:07.824521640,2-HIGH,Clerk#000000016,5,Order processed smoothly 6663
6664,29,F,4736.75,2021-05-01 10:21:15.445029672,5-VERY LOW,Clerk#000000053,7,Order processed smoothly 6664
6665,752,P,4166.3,2021-05-01 12:06:23.065537704,3-MEDIUM,Clerk#000000062,6,Order processed smoothly 6665
6666,333,O,1704.94,2021-05-01 13:51:30.686045736,4-LOW,Clerk#000000050,0,Order processed smoothly 6666
6667,577,O,1498.19,2021-05-01 15:36:38.306553768,4-LOW,Clerk#000000012,2,Order processed smoothly 6667
6668,552,O,4638.16,2021-05-01 17:21:45.927061808,4-LOW,Clerk#000000027,8,Order processed smoothly 6668
6669,1109,F,3192.09,2021-05-01 19:06:53.547569840,5-VERY LOW,Clerk#000000056,5,Order processed smoothly 6669
6670,393,P,2072.05,2021-05-01 20:52:01.168077872,2-HIGH,Clerk#000000007,7,Order processed smoothly 6670
6671,1032,P,4909.7,2021-05-01 22:37:08.788585904,2-HIGH,Clerk#000000077,1,Order processed smoothly 6671
6672,1411,P,4215.84,2021-05-02 00:22:16.409093944,2-HIGH,Clerk#000000095,4,Order processed smoothly 6672
6673,1252,F,1030.06,2021-05-02 02:07:24.029601976,5-VERY LOW,Clerk#000000023,5,Order processed smoothly 6673
6674,585,F,2655.66,2021-05-02 03:52:31.650110008,2-HIGH,Clerk#000000027,1,Order processed smoothly 6674
6675,145,O,4029.06,2021-05-02 05:37:39.270618040,2-HIGH,Clerk#000000057,6,Order processed smoothly 6675
6676,104,O,1958.12,2021-05-02 07:22:46.891126080,2-HIGH,Clerk#000000055,7,Order processed smoothly 6676
6677,1032,P,1198.86,2021-05-02 09:07:54.511634112,5-VERY LOW,Clerk#000000045,4,Order processed smoothly 6677
6678,1211,O,1192.49,2021-05-02 10:53:02.132142144,4-LOW,Clerk#000000048,0,Order processed smoothly 6678
6679,727,F,4293.74,2021-05-02 12:38:09.752650176,5-VERY LOW,Clerk#000000045,7,Order processed smoothly 6679
6680,306,O,4978.68,2021-05-02 14:23:17.373158208,1-URGENT,Clerk#000000095,2,Order processed smoothly 6680
6681,629,P,3898.81,2021-05-02 16:08:24.993666248,3-MEDIUM,Clerk#000000068,0,Order processed smoothly 6681
6682,678,O,4318.25,2021-05-02 17:53:32.614174280,4-LOW,Clerk#000000017,7,Order processed smoothly 6682
6683,1082,O,1407.26,2021-05-02 19:38:40.234682312,5-VERY LOW,Clerk#000000004,7,Order processed smoothly 6683
6684,58,P,3462.2,2021-05-02 21:23:47.855190344,4-LOW,Clerk#000000056,7,Order processed smoothly 6684
6685,1018,O,4415.25,2021-05-02 23:08:55.475698384,5-VERY LOW,Clerk#000000034,2,Order processed smoothly 6685
6686,846,F,3024.21,2021-05-03 00:54:03.096206416,3-MEDIUM,Clerk#000000087,6,Order processed smoothly 6686
6687,891,F,3472.23,2021-05-03 02:39:10.716714448,3-MEDIUM,Clerk#000000026,4,Order processed smoothly 6687
6688,555,F,1762.5,2021-05-03 04:24:18.337222480,1-URGENT,Clerk#000000075,1,Order processed smoothly 6688
6689,646,P,4004.82,2021-05-03 06:09:25.957730520,2-HIGH,Clerk#000000040,9,Order processed smoothly 6689
6690,38,O,2940.55,2021-05-03 07:54:33.578238552,3-MEDIUM,Clerk#000000092,7,Order processed smoothly 6690
6691,1038,P,4215.56,2021-05-03 09:39:41.198746584,5-VERY LOW,Clerk#000000020,8,Order processed smoothly 6691
6692,1151,P,3388.6,2021-05-03 11:24:48.819254616,4-LOW,Clerk#000000061,7,Order processed smoothly 6692
6693,1060,O,1081.94,2021-05-03 13:09:56.439762656,2-HIGH,Clerk#000000002,8,Order processed smoothly 6693
6694,408,F,1947.2,2021-05-03 14:55:04.060270688,1-URGENT,Clerk#000000077,2,Order processed smoothly 6694
6695,571,F,4081.48,2021-05-03 16:40:11.680778720,2-HIGH,Clerk#000000092,2,Order processed smoothly 6695
6696,783,F,1029.07,2021-05-03 18:25:19.301286752,4-LOW,Clerk#000000070,9,Order processed smoothly 6696
6697,298,F,1599.14,2021-05-03 20:10:26.921794784,2-HIGH,Clerk#000000033,6,Order processed smoothly 6697
6698,768,P,4132.32,2021-05-03 21:55:34.542302824,4-LOW,Clerk#000000038,7,Order processed smoothly 6698
6699,966,P,2340.88,2021-05-03 23:40:42.162810856,1-URGENT,Clerk#000000004,8,Order processed smoothly 6699
6700,406,F,3216.51,2021-05-04 01:25:49.783318888,2-HIGH,Clerk#000000038,2,Order processed smoothly 6700
6701,1134,P,4199.03,2021-05-04 03:10:57.403826920,2-HIGH,Clerk#000000051,4,Order processed smoothly 6701
6702,923,F,4731.57,2021-05-04 04:56:05.024334960,1-URGENT,Clerk#000000026,7,Order processed smoothly 6702
6703,475,O,2944.0,2021-05-04 06:41:12.644842992,1-URGENT,Clerk#000000042,7,Order processed smoothly 6703
6704,622,P,3568.71,2021-05-04 08:26:20.265351024,2-HIGH,Clerk#000000080,9,Order processed smoothly 6704
6705,11,O,3475.57,2021-05-04 10:11:27.885859056,5-VERY LOW,Clerk#000000050,9,Order processed smoothly 6705
6706,1453,O,4077.49,2021-05-04 11:56:35.506367096,5-VERY LOW,Clerk#000000013,2,Order processed smoothly 6706
6707,872,F,4322.31,2021-05-04 13:41:43.126875128,4-LOW,Clerk#000000098,9,Order processed smoothly 6707
6708,1434,F,3777.48,2021-05-04 15:26:50.747383160,2-HIGH,Clerk#000000045,0,Order processed smoothly 6708
6709,8,O,1207.54,2021-05-04 17:11:58.367891192,2-HIGH,Clerk#000000052,1,Order processed smoothly 6709
6710,64,O,2022.21,2021-05-04 18:57:05.988399232,4-LOW,Clerk#000000069,2,Order processed smoothly 6710
6711,955,F,1085.36,2021-05-04 20:42:13.608907264,2-HIGH,Clerk#000000091,3,Order processed smoothly 6711
6712,854,O,4150.91,2021-05-04 22:27:21.229415296,2-HIGH,Clerk#000000013,6,Order processed smoothly 6712
6713,939,P,2008.01,2021-05-05 00:12:28.849923328,2-HIGH,Clerk#000000028,8,Order processed smoothly 6713
6714,1482,P,1232.6,2021-05-05 01:57:36.470431360,3-MEDIUM,Clerk#000000028,6,Order processed smoothly 6714
6715,1389,P,2907.35,2021-05-05 03:42:44.090939400,2-HIGH,Clerk#000000043,8,Order processed smoothly 6715
6716,506,P,3113.52,2021-05-05 05:27:51.711447432,4-LOW,Clerk#000000074,3,Order processed smoothly 6716
6717,752,O,2173.11,2021-05-05 07:12:59.331955464,5-VERY LOW,Clerk#000000060,6,Order processed smoothly 6717
6718,1256,O,3015.53,2021-05-05 08:58:06.952463496,1-URGENT,Clerk#000000035,6,Order processed smoothly 6718
6719,397,O,2870.99,2021-05-05 10:43:14.572971536,4-LOW,Clerk#000000055,2,Order processed smoothly 6719
6720,592,F,4337.81,2021-05-05 12:28:22.193479568,1-URGENT,Clerk#000000038,5,Order processed smoothly 6720
6721,1084,O,1967.5,2021-05-05 14:13:29.813987600,5-VERY LOW,Clerk#000000023,1,Order processed smoothly 6721
6722,421,O,3746.56,2021-05-05 15:58:37.434495632,3-MEDIUM,Clerk#000000093,3,Order processed smoothly 6722
6723,1086,F,2268.36,2021-05-05 17:43:45.055003672,2-HIGH,Clerk#000000079,3,Order processed smoothly 6723
6724,74,F,1652.74,2021-05-05 19:28:52.675511704,3-MEDIUM,Clerk#000000011,2,Order processed smoothly 6724
6725,1325,P,3209.68,2021-05-05 21:14:00.296019736,2-HIGH,Clerk#000000026,4,Order processed smoothly 6725
6726,1461,F,1996.92,2021-05-05 22:59:07.916527768,4-LOW,Clerk#000000079,6,Order processed smoothly 6726
6727,1494,F,1635.73,2021-05-06 00:44:15.537035800,1-URGENT,Clerk#000000059,0,Order processed smoothly 6727
6728,552,O,4663.79,2021-05-06 02:29:23.157543840,2-HIGH,Clerk#000000014,9,Order processed smoothly 6728
6729,791,F,4612.15,2021-05-06 04:14:30.778051872,2-HIGH,Clerk#000000093,5,Order processed smoothly 6729
6730,205,P,4111.79,2021-05-06 05:59:38.398559904,2-HIGH,Clerk#000000008,0,Order processed smoothly 6730
6731,421,O,2627.93,2021-05-06 07:44:46.019067936,2-HIGH,Clerk#000000082,2,Order processed smoothly 6731
6732,731,P,3371.97,2021-05-06 09:29:53.639575976,4-LOW,Clerk#000000097,8,Order processed smoothly 6732
6733,1012,O,1249.46,2021-05-06 11:15:01.260084008,3-MEDIUM,Clerk#000000078,6,Order processed smoothly 6733
6734,985,F,3551.79,2021-05-06 13:00:08.880592040,3-MEDIUM,Clerk#000000003,7,Order processed smoothly 6734
6735,137,F,4841.76,2021-05-06 14:45:16.501100072,1-URGENT,Clerk#000000003,9,Order processed smoothly 6735
6736,408,O,3132.71,2021-05-06 16:30:24.121608112,3-MEDIUM,Clerk#000000012,6,Order processed smoothly 6736
6737,1455,P,2639.5,2021-05-06 18:15:31.742116144,2-HIGH,Clerk#000000038,9,Order processed smoothly 6737
6738,1005,O,2813.56,2021-05-06 20:00:39.362624176,2-HIGH,Clerk#000000061,9,Order processed smoothly 6738
6739,1055,O,3965.09,2021-05-06 21:45:46.983132208,5-VERY LOW,Clerk#000000063,7,Order processed smoothly 6739
6740,395,F,3362.69,2021-05-06 23:30:54.603640248,4-LOW,Clerk#000000002,7,Order processed smoothly 6740
6741,326,F,1894.68,2021-05-07 01:16:02.224148280,1-URGENT,Clerk#000000093,6,Order processed smoothly 6741
6742,172,F,4687.53,2021-05-07 03:01:09.844656312,5-VERY LOW,Clerk#000000031,0,Order processed smoothly 6742
6743,837,P,2133.86,2021-05-07 04:46:17.465164344,2-HIGH,Clerk#000000049,0,Order processed smoothly 6743
6744,1346,O,1016.97,2021-05-07 06:31:25.085672376,5-VERY LOW,Clerk#000000082,1,Order processed smoothly 6744
6745,760,F,4359.59,2021-05-07 08:16:32.706180416,3-MEDIUM,Clerk#000000044,3,Order processed smoothly 6745
6746,1449,O,3801.16,2021-05-07 10:01:40.326688448,2-HIGH,Clerk#000000089,9,Order processed smoothly 6746
6747,431,F,1773.54,2021-05-07 11:46:47.947196480,2-HIGH,Clerk#000000020,7,Order processed smoothly 6747
6748,1101,O,4695.92,2021-05-07 13:31:55.567704512,1-URGENT,Clerk#000000003,6,Order processed smoothly 6748
6749,708,F,2954.01,2021-05-07 15:17:03.188212552,4-LOW,Clerk#000000054,3,Order processed smoothly 6749
6750,631,O,1220.38,2021-05-07 17:02:10.808720584,2-HIGH,Clerk#000000051,1,Order processed smoothly 6750
6751,981,F,2601.75,2021-05-07 18:47:18.429228616,4-LOW,Clerk#000000064,9,Order processed smoothly 6751
6752,361,O,1847.11,2021-05-07 20:32:26.049736648,5-VERY LOW,Clerk#000000028,6,Order processed smoothly 6752
6753,696,O,3069.89,2021-05-07 22:17:33.670244688,2-HIGH,Clerk#000000010,8,Order processed smoothly 6753
6754,527,O,2484.46,2021-05-08 00:02:41.290752720,1-URGENT,Clerk#000000088,2,Order processed smoothly 6754
6755,1484,P,1284.45,2021-05-08 01:47:48.911260752,1-URGENT,Clerk#000000037,3,Order processed smoothly 6755
6756,1038,P,2915.3,2021-05-08 03:32:56.531768784,4-LOW,Clerk#000000077,1,Order processed smoothly 6756
6757,227,O,2606.11,2021-05-08 05:18:04.152276816,5-VERY LOW,Clerk#000000077,7,Order processed smoothly 6757
6758,329,F,1677.76,2021-05-08 07:03:11.772784856,5-VERY LOW,Clerk#000000046,3,Order processed smoothly 6758
6759,1121,P,3990.77,2021-05-08 08:48:19.393292888,4-LOW,Clerk#000000071,1,Order processed smoothly 6759
6760,882,F,2217.47,2021-05-08 10:33:27.013800920,1-URGENT,Clerk#000000050,3,Order processed smoothly 6760
6761,722,F,4361.28,2021-05-08 12:18:34.634308952,5-VERY LOW,Clerk#000000058,7,Order processed smoothly 6761
6762,1396,F,2125.15,2021-05-08 14:03:42.254816992,4-LOW,Clerk#000000090,8,Order processed smoothly 6762
6763,1019,F,2427.83,2021-05-08 15:48:49.875325024,5-VERY LOW,Clerk#000000021,1,Order processed smoothly 6763
6764,861,O,4311.31,2021-05-08 17:33:57.495833056,2-HIGH,Clerk#000000069,3,Order processed smoothly 6764
6765,1235,F,2967.91,2021-05-08 19:19:05.116341088,5-VERY LOW,Clerk#000000032,8,Order processed smoothly 6765
6766,21,P,1468.15,2021-05-08 21:04:12.736849128,2-HIGH,Clerk#000000019,7,Order processed smoothly 6766
6767,1001,O,2085.93,2021-05-08 22:49:20.357357160,5-VERY LOW,Clerk#000000004,4,Order processed smoothly 6767
6768,1030,O,1248.04,2021-05-09 00:34:27.977865192,5-VERY LOW,Clerk#000000090,3,Order processed smoothly 6768
6769,1058,O,3018.26,2021-05-09 02:19:35.598373224,4-LOW,Clerk#000000094,0,Order processed smoothly 6769
6770,995,O,3781.66,2021-05-09 04:04:43.218881264,2-HIGH,Clerk#000000007,5,Order processed smoothly 6770
6771,1455,F,4407.67,2021-05-09 05:49:50.839389296,3-MEDIUM,Clerk#000000005,7,Order processed smoothly 6771
6772,800,F,1535.92,2021-05-09 07:34:58.459897328,5-VERY LOW,Clerk#000000029,2,Order processed smoothly 6772
6773,1294,O,1340.25,2021-05-09 09:20:06.080405360,1-URGENT,Clerk#000000036,3,Order processed smoothly 6773
6774,325,F,3841.22,2021-05-09 11:05:13.700913392,2-HIGH,Clerk#000000062,7,Order processed smoothly 6774
6775,510,O,3128.18,2021-05-09 12:50:21.321421432,4-LOW,Clerk#000000058,2,Order processed smoothly 6775
6776,986,O,1675.35,2021-05-09 14:35:28.941929464,5-VERY LOW,Clerk#000000002,7,Order processed smoothly 6776
6777,1055,F,2228.73,2021-05-09 16:20:36.562437496,3-MEDIUM,Clerk#000000003,5,Order processed smoothly 6777
6778,592,P,1501.69,2021-05-09 18:05:44.182945528,2-HIGH,Clerk#000000067,2,Order processed smoothly 6778
6779,639,P,3417.09,2021-05-09 19:50:51.803453568,4-LOW,Clerk#000000095,9,Order processed smoothly 6779
6780,923,F,3724.23,2021-05-09 21:35:59.423961600,1-URGENT,Clerk#000000075,9,Order processed smoothly 6780
6781,1269,P,1392.21,2021-05-09 23:21:07.044469632,4-LOW,Clerk#000000007,3,Order processed smoothly 6781
6782,1231,P,2091.49,2021-05-10 01:06:14.664977664,5-VERY LOW,Clerk#000000068,4,Order processed smoothly 6782
6783,1006,O,2460.72,2021-05-10 02:51:22.285485704,4-LOW,Clerk#000000084,3,Order processed smoothly 6783
6784,69,F,2850.07,2021-05-10 04:36:29.905993736,2-HIGH,Clerk#000000041,3,Order processed smoothly 6784
6785,408,O,2681.02,2021-05-10 06:21:37.526501768,1-URGENT,Clerk#000000051,6,Order processed smoothly 6785
6786,623,P,2758.88,2021-05-10 08:06:45.147009800,3-MEDIUM,Clerk#000000031,6,Order processed smoothly 6786
6787,545,P,1331.48,2021-05-10 09:51:52.767517832,2-HIGH,Clerk#000000012,9,Order processed smoothly 6787
6788,501,O,4471.23,2021-05-10 11:37:00.388025872,2-HIGH,Clerk#000000025,7,Order processed smoothly 6788
6789,987,P,1880.81,2021-05-10 13:22:08.008533904,4-LOW,Clerk#000000097,4,Order processed smoothly 6789
6790,717,F,4449.82,2021-05-10 15:07:15.629041936,5-VERY LOW,Clerk#000000091,9,Order processed smoothly 6790
6791,1073,F,3337.56,2021-05-10 16:52:23.249549968,2-HIGH,Clerk#000000098,3,Order processed smoothly 6791
6792,484,F,1754.36,2021-05-10 18:37:30.870058008,4-LOW,Clerk#000000071,8,Order processed smoothly 6792
6793,1384,P,2789.26,2021-05-10 20:22:38.490566040,4-LOW,Clerk#000000049,0,Order processed smoothly 6793
6794,653,O,2887.77,2021-05-10 22:07:46.111074072,1-URGENT,Clerk#000000083,8,Order processed smoothly 6794
6795,226,F,2896.15,2021-05-10 23:52:53.731582104,1-URGENT,Clerk#000000081,2,Order processed smoothly 6795
6796,1362,F,1491.08,2021-05-11 01:38:01.352090144,4-LOW,Clerk#000000013,7,Order processed smoothly 6796
6797,1455,O,1052.6,2021-05-11 03:23:08.972598176,3-MEDIUM,Clerk#000000068,7,Order processed smoothly 6797
6798,1076,F,3854.9,2021-05-11 05:08:16.593106208,4-LOW,Clerk#000000081,4,Order processed smoothly 6798
6799,1222,P,3989.12,2021-05-11 06:53:24.213614240,2-HIGH,Clerk#000000059,5,Order processed smoothly 6799
6800,798,F,4166.96,2021-05-11 08:38:31.834122280,5-VERY LOW,Clerk#000000094,9,Order processed smoothly 6800
6801,852,F,1189.91,2021-05-11 10:23:39.454630312,4-LOW,Clerk#000000063,9,Order processed smoothly 6801
6802,337,F,2214.73,2021-05-11 12:08:47.075138344,1-URGENT,Clerk#000000078,7,Order processed smoothly 6802
6803,12,F,1982.54,2021-05-11 13:53:54.695646376,4-LOW,Clerk#000000053,7,Order processed smoothly 6803
6804,741,O,4873.67,2021-05-11 15:39:02.316154408,5-VERY LOW,Clerk#000000081,0,Order processed smoothly 6804
6805,1174,P,4595.11,2021-05-11 17:24:09.936662448,4-LOW,Clerk#000000090,8,Order processed smoothly 6805
6806,619,P,1660.15,2021-05-11 19:09:17.557170480,5-VERY LOW,Clerk#000000079,9,Order processed smoothly 6806
6807,1374,P,2618.08,2021-05-11 20:54:25.177678512,2-HIGH,Clerk#000000078,7,Order processed smoothly 6807
6808,457,O,4065.94,2021-05-11 22:39:32.798186544,2-HIGH,Clerk#000000039,4,Order processed smoothly 6808
6809,330,O,3873.16,2021-05-12 00:24:40.418694584,2-HIGH,Clerk#000000036,1,Order processed smoothly 6809
6810,1455,P,4656.26,2021-05-12 02:09:48.039202616,4-LOW,Clerk#000000075,5,Order processed smoothly 6810
6811,1138,P,1012.92,2021-05-12 03:54:55.659710648,5-VERY LOW,Clerk#000000056,3,Order processed smoothly 6811
6812,1161,O,2046.89,2021-05-12 05:40:03.280218680,2-HIGH,Clerk#000000058,1,Order processed smoothly 6812
6813,1318,F,4767.68,2021-05-12 07:25:10.900726720,5-VERY LOW,Clerk#000000009,8,Order processed smoothly 6813
6814,493,P,3383.99,2021-05-12 09:10:18.521234752,4-LOW,Clerk#000000017,8,Order processed smoothly 6814
6815,1,O,1638.98,2021-05-12 10:55:26.141742784,1-URGENT,Clerk#000000087,8,Order processed smoothly 6815
6816,240,F,2259.51,2021-05-12 12:40:33.762250816,5-VERY LOW,Clerk#000000035,6,Order processed smoothly 6816
6817,1146,F,3084.05,2021-05-12 14:25:41.382758856,3-MEDIUM,Clerk#000000072,2,Order processed smoothly 6817
6818,242,F,2598.05,2021-05-12 16:10:49.003266888,2-HIGH,Clerk#000000017,4,Order processed smoothly 6818
6819,1452,F,1474.28,2021-05-12 17:55:56.623774920,5-VERY LOW,Clerk#000000088,5,Order processed smoothly 6819
6820,858,F,4470.06,2021-05-12 19:41:04.244282952,5-VERY LOW,Clerk#000000088,6,Order processed smoothly 6820
6821,664,P,3594.16,2021-05-12 21:26:11.864790984,3-MEDIUM,Clerk#000000052,3,Order processed smoothly 6821
6822,753,O,2413.77,2021-05-12 23:11:19.485299024,5-VERY LOW,Clerk#000000005,5,Order processed smoothly 6822
6823,160,O,1819.67,2021-05-13 00:56:27.105807056,3-MEDIUM,Clerk#000000002,8,Order processed smoothly 6823
6824,1279,O,1121.67,2021-05-13 02:41:34.726315088,1-URGENT,Clerk#000000050,3,Order processed smoothly 6824
6825,839,F,3605.29,2021-05-13 04:26:42.346823120,2-HIGH,Clerk#000000011,9,Order processed smoothly 6825
6826,126,O,4731.93,2021-05-13 06:11:49.967331160,3-MEDIUM,Clerk#000000063,7,Order processed smoothly 6826
6827,1205,F,1108.04,2021-05-13 07:56:57.587839192,4-LOW,Clerk#000000014,2,Order processed smoothly 6827
6828,716,O,2840.27,2021-05-13 09:42:05.208347224,3-MEDIUM,Clerk#000000011,7,Order processed smoothly 6828
6829,1234,F,1517.74,2021-05-13 11:27:12.828855256,1-URGENT,Clerk#000000022,5,Order processed smoothly 6829
6830,584,O,1125.57,2021-05-13 13:12:20.449363296,5-VERY LOW,Clerk#000000020,2,Order processed smoothly 6830
6831,1463,P,2878.37,2021-05-13 14:57:28.069871328,5-VERY LOW,Clerk#000000056,6,Order processed smoothly 6831
6832,681,F,1063.73,2021-05-13 16:42:35.690379360,5-VERY LOW,Clerk#000000028,6,Order processed smoothly 6832
6833,1368,P,3809.04,2021-05-13 18:27:43.310887392,5-VERY LOW,Clerk#000000023,4,Order processed smoothly 6833
6834,791,F,2963.01,2021-05-13 20:12:50.931395424,3-MEDIUM,Clerk#000000021,5,Order processed smoothly 6834
6835,665,P,2061.32,2021-05-13 21:57:58.551903464,5-VERY LOW,Clerk#000000083,6,Order processed smoothly 6835
6836,1335,O,2169.82,2021-05-13 23:43:06.172411496,5-VERY LOW,Clerk#000000036,3,Order processed smoothly 6836
6837,1256,O,1691.29,2021-05-14 01:28:13.792919528,3-MEDIUM,Clerk#000000049,3,Order processed smoothly 6837
6838,1412,P,2789.15,2021-05-14 03:13:21.413427560,2-HIGH,Clerk#000000096,5,Order processed smoothly 6838
6839,499,O,4409.98,2021-05-14 04:58:29.033935600,1-URGENT,Clerk#000000095,2,Order processed smoothly 6839
6840,180,P,1211.3,2021-05-14 06:43:36.654443632,3-MEDIUM,Clerk#000000003,7,Order processed smoothly 6840
6841,1211,O,3426.71,2021-05-14 08:28:44.274951664,5-VERY LOW,Clerk#000000003,6,Order processed smoothly 6841
6842,952,O,1526.9,2021-05-14 10:13:51.895459696,1-URGENT,Clerk#000000087,3,Order processed smoothly 6842
6843,1249,P,2094.7,2021-05-14 11:58:59.515967736,5-VERY LOW,Clerk#000000007,4,Order processed smoothly 6843
6844,1377,O,3561.13,2021-05-14 13:44:07.136475768,2-HIGH,Clerk#000000014,0,Order processed smoothly 6844
6845,1347,F,3273.9,2021-05-14 15:29:14.756983800,3-MEDIUM,Clerk#000000070,8,Order processed smoothly 6845
6846,1005,F,3971.5,2021-05-14 17:14:22.377491832,2-HIGH,Clerk#000000012,9,Order processed smoothly 6846
6847,1100,F,2636.04,2021-05-14 18:59:29.997999872,4-LOW,Clerk#000000018,5,Order processed smoothly 6847
6848,510,O,1792.36,2021-05-14 20:44:37.618507904,4-LOW,Clerk#000000016,6,Order processed smoothly 6848
6849,715,F,2194.36,2021-05-14 22:29:45.239015936,4-LOW,Clerk#000000088,9,Order processed smoothly 6849
6850,1200,F,1507.16,2021-05-15 00:14:52.859523968,5-VERY LOW,Clerk#000000044,0,Order processed smoothly 6850
6851,56,F,1220.11,2021-05-15 02:00:00.480032000,1-URGENT,Clerk#000000009,9,Order processed smoothly 6851
6852,1017,O,4689.27,2021-05-15 03:45:08.100540040,4-LOW,Clerk#000000087,4,Order processed smoothly 6852
6853,1165,F,1079.59,2021-05-15 05:30:15.721048072,2-HIGH,Clerk#000000024,0,Order processed smoothly 6853
6854,472,F,4970.29,2021-05-15 07:15:23.341556104,1-URGENT,Clerk#000000009,2,Order processed smoothly 6854
6855,306,F,3318.98,2021-05-15 09:00:30.962064136,2-HIGH,Clerk#000000081,2,Order processed smoothly 6855
6856,1322,F,4519.11,2021-05-15 10:45:38.582572176,1-URGENT,Clerk#000000006,3,Order processed smoothly 6856
6857,562,F,1809.75,2021-05-15 12:30:46.203080208,2-HIGH,Clerk#000000056,6,Order processed smoothly 6857
6858,1348,P,3157.95,2021-05-15 14:15:53.823588240,3-MEDIUM,Clerk#000000067,9,Order processed smoothly 6858
6859,1395,O,4348.67,2021-05-15 16:01:01.444096272,3-MEDIUM,Clerk#000000092,7,Order processed smoothly 6859
6860,1124,P,1907.32,2021-05-15 17:46:09.064604312,1-URGENT,Clerk#000000077,0,Order processed smoothly 6860
6861,56,P,1946.47,2021-05-15 19:31:16.685112344,4-LOW,Clerk#000000003,6,Order processed smoothly 6861
6862,1112,P,3276.23,2021-05-15 21:16:24.305620376,2-HIGH,Clerk#000000096,9,Order processed smoothly 6862
6863,1219,F,4358.0,2021-05-15 23:01:31.926128408,5-VERY LOW,Clerk#000000057,0,Order processed smoothly 6863
6864,320,P,4580.24,2021-05-16 00:46:39.546636440,3-MEDIUM,Clerk#000000007,6,Order processed smoothly 6864
